significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude
0.05,25.6,9.0,162.266,72.375,181.71,78.329,2022-05-28T23:10:25.000Z,22.30465,39.1036
0.05,25.6,8.54,209.932,79.506,159.444,80.349,2022-05-28T23:40:25.000Z,22.30465,39.10358
0.06,25.6,10.58,244.885,79.617,104.036,80.865,2022-05-29T00:10:25.000Z,22.30467,39.10358
0.02,25.6,7.46,334.163,72.186,337.878,75.587,2022-05-29T00:40:25.000Z,22.30467,39.10358
0.04,20.48,7.78,333.938,70.211,345.809,77.393,2022-05-29T01:10:25.000Z,22.30467,39.10358
0.06,25.6,9.58,207.216,79.454,231.34,78.452,2022-05-29T01:40:25.000Z,22.30463,39.10358
0.06,25.6,9.52,36.342,73.825,62.802,77.756,2022-05-29T02:10:25.000Z,22.30463,39.10358
0.05,25.6,9.7,194.207,77.734,191.514,78.816,2022-05-29T02:40:25.000Z,22.30465,39.10358
0.02,25.6,4.44,171.347,77.255,109.983,80.564,2022-05-29T03:10:25.000Z,22.30465,39.10358
0.04,20.48,6.86,294.128,76.75,306.607,79.283,2022-05-29T04:10:25.000Z,22.30463,39.10358
0.06,25.6,8.74,165.556,78.283,165.651,79.251,2022-05-29T04:40:25.000Z,22.30465,39.10358
0.05,11.36,6.08,121.43,78.482,90.0,80.512,2022-05-29T05:10:25.000Z,22.30465,39.10358
0.02,25.6,8.76,347.55,74.521,355.95,76.41,2022-05-29T05:40:25.000Z,22.30465,39.1036
0.01,25.6,5.08,335.556,78.105,321.546,79.29,2022-05-29T06:10:25.000Z,22.30465,39.1036
0.01,25.6,4.18,138.875,73.647,126.87,76.758,2022-05-29T06:40:25.000Z,22.30467,39.10358
0.01,14.62,3.16,132.745,77.387,58.241,80.044,2022-05-29T07:10:25.000Z,22.30465,39.10358
0.11,25.6,9.72,327.745,76.052,33.69,80.742,2022-05-29T08:10:25.000Z,22.30465,39.1036
0.03,14.62,3.34,194.349,75.571,173.946,78.356,2022-05-29T08:40:25.000Z,22.30465,39.1036
0.04,2.76,1.82,85.135,44.995,134.119,79.187,2022-05-29T09:40:25.000Z,22.30465,39.1036
0.04,1.42,1.92,80.593,73.934,151.699,78.655,2022-05-29T10:10:25.000Z,22.30465,39.1036
0.04,1.38,1.62,316.312,73.323,139.844,79.353,2022-05-29T10:40:25.000Z,22.30463,39.1036
0.03,1.4,1.52,98.13,78.468,270.0,80.352,2022-05-29T11:10:25.000Z,22.30463,39.1036
0.04,20.48,2.24,329.036,76.27,289.855,79.498,2022-05-29T11:40:25.000Z,22.30465,39.1036
0.02,1.3,1.8,125.838,78.346,216.573,79.485,2022-05-29T12:10:25.000Z,22.30465,39.1036
0.07,2.56,3.28,271.964,54.845,118.887,79.706,2022-05-29T12:40:25.000Z,22.30467,39.10358
0.05,25.6,3.74,248.097,76.777,90.0,80.472,2022-05-29T13:10:25.000Z,22.30467,39.10358
0.02,1.34,2.14,306.28,71.196,150.852,78.635,2022-05-29T13:40:25.000Z,22.30465,39.10362
0.05,14.62,3.8,117.848,78.619,117.35,78.4,2022-05-29T14:10:25.000Z,22.30465,39.10363
0.03,1.34,1.86,84.289,76.103,65.898,79.363,2022-05-29T15:10:25.000Z,22.30467,39.10362
0.03,14.62,2.16,79.38,77.738,191.31,80.012,2022-05-29T15:40:25.000Z,22.30467,39.1036
0.03,20.48,2.56,71.565,78.999,360.0,79.791,2022-05-29T16:10:25.000Z,22.30467,39.10355
0.02,20.48,3.22,337.902,75.129,318.094,78.926,2022-05-29T16:40:25.000Z,22.30468,39.10358
0.02,17.06,3.96,235.176,71.604,232.074,77.066,2022-05-29T17:10:25.000Z,22.30468,39.10358
0.02,14.62,3.18,336.14,73.965,331.327,78.086,2022-05-29T17:40:25.000Z,22.30467,39.10357
0.01,17.06,3.9,16.966,78.548,300.964,80.333,2022-05-29T18:10:25.000Z,22.30467,39.10357
0.03,12.8,5.76,70.821,79.076,316.975,80.212,2022-05-29T18:40:25.000Z,22.30463,39.10355
0.02,25.6,4.52,124.136,78.155,115.201,79.526,2022-05-29T19:10:25.000Z,22.30465,39.10355
0.07,25.6,10.62,299.026,72.772,271.38,77.671,2022-05-29T19:40:25.000Z,22.30463,39.10355
0.07,25.6,10.64,17.259,76.638,337.834,79.865,2022-05-29T20:10:25.000Z,22.30465,39.10357
0.04,12.8,6.04,123.996,78.948,360.0,79.59,2022-05-29T20:40:25.000Z,22.30465,39.10358
0.06,20.48,9.64,178.409,79.589,82.648,79.781,2022-05-29T21:10:25.000Z,22.30465,39.10358
0.08,25.6,11.18,329.434,73.858,324.137,76.866,2022-05-29T21:40:25.000Z,22.30465,39.1036
0.15,25.6,13.76,154.885,70.554,159.686,71.709,2022-05-29T22:40:25.000Z,22.30462,39.10362
0.05,17.06,7.26,283.349,78.59,324.728,79.015,2022-05-29T23:10:25.000Z,22.30465,39.1036
0.06,20.48,9.68,351.336,76.707,241.189,79.2,2022-05-29T23:40:25.000Z,22.30465,39.1036
0.06,25.6,9.94,28.63,71.078,6.654,78.6,2022-05-30T00:10:25.000Z,22.30465,39.10358
0.04,25.6,8.76,93.24,78.898,43.958,79.473,2022-05-30T00:40:25.000Z,22.30465,39.10358
0.02,20.48,3.6,254.407,77.412,226.637,80.042,2022-05-30T01:10:25.000Z,22.30465,39.10358
0.06,25.6,9.96,309.529,73.319,273.225,78.161,2022-05-30T01:40:25.000Z,22.30465,39.10358
0.06,25.6,9.56,90.0,80.949,119.055,80.62,2022-05-30T02:10:25.000Z,22.30465,39.10358
0.04,25.6,8.9,176.023,73.229,180.0,78.861,2022-05-30T02:40:25.000Z,22.30465,39.10358
0.03,25.6,8.0,18.435,72.572,17.354,78.328,2022-05-30T03:10:25.000Z,22.30467,39.10357
0.02,6.02,4.36,160.427,79.114,161.565,80.4,2022-05-30T03:40:25.000Z,22.30463,39.10358
0.07,25.6,9.28,29.745,71.532,28.072,76.883,2022-05-30T04:40:25.000Z,22.30465,39.10358
0.1,25.6,11.2,84.523,78.07,184.97,80.109,2022-05-30T05:10:25.000Z,22.30465,39.10358
0.04,25.6,8.3,309.401,76.602,352.875,78.102,2022-05-30T05:40:25.000Z,22.30467,39.1036
0.02,17.06,2.36,239.131,67.651,262.476,78.883,2022-05-30T06:10:25.000Z,22.30467,39.1036
0.01,25.6,4.42,7.549,77.642,344.407,79.241,2022-05-30T06:40:25.000Z,22.30465,39.1036
0.03,20.48,3.9,109.093,79.931,129.56,79.838,2022-05-30T07:40:25.000Z,22.30465,39.10358
0.07,14.62,6.4,103.722,77.443,109.026,79.804,2022-05-30T08:10:25.000Z,22.30465,39.10358
0.03,25.6,3.74,85.632,75.091,60.255,77.77,2022-05-30T08:40:25.000Z,22.30467,39.1036
0.03,11.36,2.04,24.702,76.545,74.055,80.45,2022-05-30T09:10:25.000Z,22.30467,39.1036
0.02,1.26,1.88,195.465,67.586,126.87,80.032,2022-05-30T09:40:25.000Z,22.30465,39.1036
0.03,20.48,2.4,137.526,77.122,115.017,79.037,2022-05-30T10:10:25.000Z,22.30465,39.1036
0.02,1.3,1.68,306.634,75.032,128.157,79.606,2022-05-30T10:40:25.000Z,22.30462,39.10365
0.05,3.3,2.54,136.712,35.341,129.437,71.842,2022-05-30T11:10:25.000Z,22.30463,39.10362
0.02,20.48,2.22,38.434,72.771,57.381,79.844,2022-05-30T11:40:25.000Z,22.30465,39.10362
0.02,1.28,2.04,100.277,73.338,90.0,79.348,2022-05-30T12:10:25.000Z,22.30465,39.10362
0.03,25.6,3.62,218.008,74.808,90.0,80.312,2022-05-30T12:40:25.000Z,22.30467,39.1036
0.07,25.6,6.26,65.934,76.431,117.235,77.941,2022-05-30T13:10:25.000Z,22.30467,39.1036
0.02,14.62,3.68,98.13,75.82,114.305,79.67,2022-05-30T13:40:25.000Z,22.30467,39.10365
0.02,17.06,2.28,270.895,78.453,93.945,79.869,2022-05-30T14:10:25.000Z,22.3047,39.10365
0.02,25.6,4.06,343.301,80.197,75.379,79.123,2022-05-30T14:40:25.000Z,22.30472,39.1036
0.02,20.48,3.54,285.164,71.712,290.304,76.69,2022-05-30T16:10:25.000Z,22.3047,39.10358
0.02,25.6,3.64,161.053,75.209,145.305,79.128,2022-05-30T16:40:25.000Z,22.30468,39.10358
0.02,25.6,4.82,317.708,72.255,299.249,78.726,2022-05-30T17:10:25.000Z,22.30468,39.10358
0.02,20.48,3.78,167.735,71.098,150.555,78.158,2022-05-30T17:40:25.000Z,22.3047,39.10358
0.03,12.8,6.0,315.0,75.099,329.162,77.877,2022-05-30T18:10:25.000Z,22.30468,39.10358
0.05,25.6,9.58,293.824,77.623,342.408,79.307,2022-05-30T18:40:25.000Z,22.30467,39.10357
0.06,25.6,9.82,195.255,78.738,245.898,79.363,2022-05-30T19:10:25.000Z,22.30467,39.10353
0.07,25.6,10.32,169.186,77.357,213.69,77.972,2022-05-30T19:40:25.000Z,22.30467,39.10357
0.07,20.48,10.0,200.418,75.016,168.389,78.021,2022-05-30T20:10:25.000Z,22.30467,39.10357
0.06,25.6,10.08,47.951,78.261,41.496,79.642,2022-05-30T20:40:25.000Z,22.30465,39.10357
0.07,25.6,10.58,319.219,73.86,298.496,77.81,2022-05-30T21:10:25.000Z,22.30465,39.10358
0.08,25.6,10.66,190.192,77.364,180.0,79.105,2022-05-30T21:40:25.000Z,22.30465,39.1036
0.12,25.6,14.74,152.067,66.339,153.172,68.472,2022-05-30T22:10:25.000Z,22.30462,39.10362
0.1,25.6,12.74,161.131,70.414,167.975,73.869,2022-05-30T22:40:25.000Z,22.30462,39.10358
0.02,25.6,4.56,8.746,79.98,259.509,78.824,2022-05-30T23:10:25.000Z,22.30462,39.10358
0.06,25.6,9.4,104.184,77.222,140.194,80.719,2022-05-30T23:40:25.000Z,22.30463,39.10357
0.06,25.6,10.08,326.31,77.824,326.821,79.789,2022-05-31T00:10:25.000Z,22.30463,39.10357
0.03,9.3,4.86,189.395,75.242,274.399,80.51,2022-05-31T00:40:25.000Z,22.30465,39.10357
0.05,20.48,8.22,201.038,72.898,217.278,77.622,2022-05-31T01:10:25.000Z,22.30465,39.10357
0.09,25.6,11.78,229.122,74.535,216.254,76.481,2022-05-31T01:40:25.000Z,22.30462,39.10357
0.04,25.6,6.8,60.642,80.298,168.69,80.624,2022-05-31T02:10:25.000Z,22.30462,39.10357
0.04,25.6,8.52,232.404,75.866,251.878,78.703,2022-05-31T02:40:25.000Z,22.30463,39.10357
0.04,25.6,9.08,191.434,77.349,231.52,79.031,2022-05-31T03:10:25.000Z,22.30463,39.10357
0.03,12.8,5.28,211.383,76.248,246.801,80.119,2022-05-31T03:40:25.000Z,22.30465,39.10358
0.02,17.06,6.3,50.44,77.403,285.255,80.12,2022-05-31T04:10:25.000Z,22.30465,39.10358
0.03,20.48,8.6,360.0,78.739,15.767,77.452,2022-05-31T04:40:25.000Z,22.30467,39.10357
0.08,14.62,8.22,358.657,75.788,85.426,80.029,2022-05-31T05:10:25.000Z,22.30467,39.10357
0.02,25.6,5.64,192.604,74.208,241.477,78.928,2022-05-31T06:10:25.000Z,22.30468,39.10357
0.02,17.06,2.74,157.983,72.792,180.725,77.837,2022-05-31T06:40:25.000Z,22.30468,39.10358
0.02,11.36,3.88,131.186,80.182,235.305,79.128,2022-05-31T07:10:25.000Z,22.30468,39.10357
0.04,25.6,6.42,167.4,77.502,167.681,77.421,2022-05-31T07:40:25.000Z,22.30468,39.10358
0.05,25.6,5.72,91.637,73.77,85.855,78.241,2022-05-31T08:10:25.000Z,22.30468,39.1036
0.02,17.06,3.3,29.567,76.146,40.006,78.079,2022-05-31T08:40:25.000Z,22.30468,39.1036
0.02,20.48,3.74,228.4,75.148,210.041,77.138,2022-05-31T09:10:25.000Z,22.30468,39.1036
0.01,17.06,3.66,176.594,77.624,171.724,78.797,2022-05-31T09:40:25.000Z,22.30467,39.1036
0.02,3.64,2.7,244.612,75.679,90.0,80.631,2022-05-31T10:10:25.000Z,22.30467,39.1036
0.01,17.06,2.58,180.0,79.307,155.556,80.066,2022-05-31T10:40:25.000Z,22.30465,39.10362
0.03,2.92,2.94,100.437,74.657,77.196,77.372,2022-05-31T11:10:25.000Z,22.30465,39.10362
0.02,2.42,2.04,0.262,61.326,23.334,76.503,2022-05-31T11:40:25.000Z,22.30467,39.1036
0.03,17.06,1.96,156.228,77.308,161.565,78.742,2022-05-31T12:10:25.000Z,22.30467,39.1036
0.03,25.6,2.48,254.745,75.899,104.036,80.537,2022-05-31T12:40:25.000Z,22.30465,39.1036
0.05,25.6,6.08,253.61,77.44,192.043,77.932,2022-05-31T13:10:25.000Z,22.30465,39.1036
0.03,25.6,4.16,92.936,77.874,187.595,80.427,2022-05-31T13:40:25.000Z,22.30465,39.10362
0.05,17.06,6.0,290.772,74.634,108.435,80.778,2022-05-31T14:10:25.000Z,22.30465,39.10362
0.03,2.84,2.76,103.976,60.132,129.668,78.891,2022-05-31T14:40:25.000Z,22.3047,39.10362
0.01,11.36,2.78,334.885,73.699,320.826,79.637,2022-05-31T15:10:25.000Z,22.30468,39.10362
0.04,3.3,2.82,50.265,72.321,46.123,78.119,2022-05-31T16:10:25.000Z,22.30467,39.10358
0.03,2.26,2.86,155.078,76.583,143.746,80.288,2022-05-31T16:40:25.000Z,22.30467,39.10357
0.02,25.6,4.06,356.6,76.917,327.529,79.989,2022-05-31T17:40:25.000Z,22.30468,39.10355
0.04,20.48,8.34,320.964,73.094,338.199,77.986,2022-05-31T18:40:25.000Z,22.30465,39.10357
0.05,25.6,9.5,286.34,70.002,280.763,75.994,2022-05-31T19:10:25.000Z,22.30465,39.10358
0.08,25.6,11.82,300.192,75.821,288.97,76.903,2022-05-31T19:40:25.000Z,22.30467,39.1036
0.06,25.6,9.26,80.981,78.462,34.077,79.386,2022-05-31T20:10:25.000Z,22.30467,39.1036
0.05,25.6,9.74,209.378,74.641,213.996,78.948,2022-05-31T20:40:25.000Z,22.30465,39.1036
0.07,25.6,10.82,315.881,73.386,314.215,76.831,2022-05-31T21:10:25.000Z,22.30465,39.1036
0.07,25.6,9.86,158.866,75.808,174.806,79.259,2022-05-31T21:40:25.000Z,22.30465,39.1036
0.11,20.48,11.66,291.251,79.484,160.792,74.244,2022-05-31T22:10:25.000Z,22.30465,39.1036
0.1,20.48,10.3,158.499,75.2,150.832,79.054,2022-05-31T22:40:25.000Z,22.30465,39.10358
0.06,25.6,9.76,206.847,77.35,271.909,79.831,2022-05-31T23:10:25.000Z,22.30465,39.10358
0.07,25.6,10.34,14.899,76.431,356.1,79.263,2022-05-31T23:40:25.000Z,22.30463,39.10358
0.05,25.6,9.96,17.162,75.18,31.293,78.629,2022-06-01T00:10:25.000Z,22.30463,39.10358
0.05,20.48,4.54,13.177,70.032,360.0,79.267,2022-06-01T00:40:25.000Z,22.30465,39.10358
0.05,20.48,7.68,231.746,78.362,250.115,79.024,2022-06-01T01:10:25.000Z,22.30465,39.10358
0.07,25.6,10.52,310.914,76.166,310.601,78.431,2022-06-01T01:40:25.000Z,22.30463,39.10358
0.07,25.6,11.74,256.837,75.818,250.346,78.638,2022-06-01T02:10:25.000Z,22.30463,39.10358
0.03,25.6,8.76,171.924,74.875,175.815,79.384,2022-06-01T03:10:25.000Z,22.30463,39.10358
0.01,25.6,4.36,151.449,74.645,147.131,77.903,2022-06-01T03:40:25.000Z,22.30465,39.10358
0.03,20.48,7.28,34.778,77.479,34.216,79.822,2022-06-01T04:10:25.000Z,22.30465,39.10358
0.09,25.6,9.84,303.179,79.789,290.225,80.223,2022-06-01T04:40:25.000Z,22.30465,39.10358
0.06,12.8,7.6,116.896,77.904,67.834,79.865,2022-06-01T05:10:25.000Z,22.30467,39.10358
0.03,2.84,2.62,84.237,55.227,86.514,72.794,2022-06-01T05:40:25.000Z,22.30468,39.10358
0.02,20.48,3.22,172.875,80.709,303.69,80.886,2022-06-01T06:10:25.000Z,22.30468,39.10358
0.02,20.48,2.96,229.028,79.01,258.69,80.826,2022-06-01T06:40:25.000Z,22.30468,39.10358
0.02,25.6,4.24,305.218,78.517,296.565,80.048,2022-06-01T07:10:25.000Z,22.30467,39.10358
0.03,17.06,4.06,267.234,72.357,251.565,79.766,2022-06-01T07:40:25.000Z,22.30467,39.10358
0.03,17.06,3.6,111.176,76.168,18.435,80.147,2022-06-01T08:10:25.000Z,22.30467,39.1036
0.02,14.62,2.86,33.44,75.831,39.668,78.891,2022-06-01T08:40:25.000Z,22.30465,39.1036
0.03,2.42,2.26,10.042,72.898,117.181,79.364,2022-06-01T09:10:25.000Z,22.30465,39.1036
0.02,20.48,2.12,93.633,75.864,135.0,78.986,2022-06-01T09:40:25.000Z,22.30467,39.1036
0.02,1.26,1.98,136.146,78.177,294.102,79.363,2022-06-01T10:40:25.000Z,22.30465,39.10362
0.03,17.06,2.36,304.592,79.621,81.529,79.124,2022-06-01T11:10:25.000Z,22.30465,39.10362
0.03,1.34,1.72,126.006,72.721,52.125,80.12,2022-06-01T11:40:25.000Z,22.30467,39.10362
0.02,1.28,1.98,181.873,72.052,101.889,79.476,2022-06-01T12:10:25.000Z,22.30465,39.10362
0.04,17.06,2.9,102.68,76.001,101.821,77.471,2022-06-01T12:40:25.000Z,22.30467,39.1036
0.03,1.36,1.88,36.129,75.967,112.38,79.559,2022-06-01T13:10:25.000Z,22.30467,39.1036
0.04,9.3,3.68,125.797,75.78,110.973,78.442,2022-06-01T13:40:25.000Z,22.30463,39.10365
0.02,25.6,2.36,121.562,77.707,150.255,79.741,2022-06-01T14:10:25.000Z,22.30463,39.10362
0.02,25.6,2.62,175.749,74.921,139.304,78.373,2022-06-01T14:40:25.000Z,22.30468,39.10362
0.01,9.3,2.46,21.801,80.171,21.251,80.26,2022-06-01T15:10:25.000Z,22.30468,39.10362
0.01,20.48,5.16,196.783,75.637,167.905,79.309,2022-06-01T17:10:25.000Z,22.30467,39.10358
0.01,25.6,7.14,340.758,76.453,4.236,79.949,2022-06-01T17:40:25.000Z,22.30465,39.1036
0.04,17.06,6.72,312.064,74.177,320.389,77.99,2022-06-01T18:10:25.000Z,22.30465,39.1036
0.05,14.62,7.18,109.722,78.767,68.962,78.791,2022-06-01T18:40:25.000Z,22.30465,39.10358
0.05,14.62,7.86,355.073,78.689,14.826,79.623,2022-06-01T19:10:25.000Z,22.30467,39.10358
0.07,25.6,10.98,220.684,74.838,237.572,76.937,2022-06-01T19:40:25.000Z,22.30467,39.10357
0.07,25.6,10.98,220.684,74.838,237.572,76.937,2022-06-01T19:40:25.000Z,22.30467,39.10357
0.05,25.6,9.06,50.31,73.072,50.268,76.961,2022-06-01T20:10:25.000Z,22.30465,39.10358
0.05,25.6,9.06,50.31,73.072,50.268,76.961,2022-06-01T20:10:25.000Z,22.30465,39.10358
0.05,25.6,9.38,146.889,79.934,19.44,80.311,2022-06-01T20:40:25.000Z,22.30465,39.1036
0.06,25.6,9.74,68.806,78.92,31.43,80.189,2022-06-01T21:10:25.000Z,22.30465,39.1036
0.07,25.6,10.64,40.668,77.232,84.685,79.3,2022-06-01T21:40:25.000Z,22.30463,39.10362
0.14,25.6,12.94,152.294,72.581,154.429,72.403,2022-06-01T22:10:25.000Z,22.30463,39.10362
0.05,25.6,8.92,64.983,76.995,15.593,79.241,2022-06-01T23:10:25.000Z,22.30463,39.1036
0.07,20.48,10.76,69.444,77.571,100.954,78.488,2022-06-01T23:40:25.000Z,22.30465,39.1036
0.05,17.06,8.06,73.67,74.267,49.538,77.408,2022-06-02T00:10:25.000Z,22.30467,39.10357
0.05,25.6,8.96,339.741,70.51,332.676,75.49,2022-06-02T00:40:25.000Z,22.30465,39.10358
0.04,17.06,6.98,245.733,75.543,285.524,78.778,2022-06-02T01:10:25.000Z,22.30465,39.10358
0.07,25.6,11.02,189.926,77.746,270.0,78.494,2022-06-02T01:40:25.000Z,22.30465,39.10357
0.07,25.6,10.42,176.424,77.125,174.218,77.82,2022-06-02T02:10:25.000Z,22.30465,39.10357
0.04,25.6,9.68,182.822,75.187,189.888,76.521,2022-06-02T02:40:25.000Z,22.30463,39.10358
0.03,20.48,8.18,285.018,79.329,345.964,78.709,2022-06-02T03:10:25.000Z,22.30463,39.10358
0.01,25.6,4.26,229.145,77.056,215.618,77.696,2022-06-02T03:40:25.000Z,22.30465,39.10358
0.06,25.6,9.28,16.54,73.898,5.194,78.36,2022-06-02T04:10:25.000Z,22.30465,39.10358
0.09,25.6,11.22,278.34,72.984,298.355,75.144,2022-06-02T04:40:25.000Z,22.30465,39.10358
0.07,20.48,9.36,126.973,76.49,82.794,77.478,2022-06-02T05:10:25.000Z,22.30465,39.10358
0.02,25.6,4.28,142.718,72.906,136.169,76.801,2022-06-02T05:40:25.000Z,22.30465,39.1036
0.03,3.2,3.32,110.864,56.691,13.069,78.719,2022-06-02T06:10:25.000Z,22.30468,39.10358
0.01,17.06,3.18,298.989,77.606,28.61,80.03,2022-06-02T06:40:25.000Z,22.30465,39.10358
0.01,17.06,6.06,85.601,76.787,90.0,77.133,2022-06-02T07:10:25.000Z,22.30465,39.10358
0.07,12.8,7.38,147.186,71.89,167.3,78.093,2022-06-02T07:40:25.000Z,22.30465,39.10358
0.1,25.6,10.46,357.93,77.67,21.477,78.389,2022-06-02T08:10:25.000Z,22.30465,39.10358
0.03,1.28,2.14,354.958,79.665,360.0,80.232,2022-06-02T08:40:25.000Z,22.30465,39.10358
0.02,25.6,2.42,167.905,79.309,117.553,79.994,2022-06-02T09:10:25.000Z,22.30465,39.10358
0.03,1.26,2.0,182.59,72.713,236.31,79.733,2022-06-02T09:40:25.000Z,22.30465,39.10358
0.04,2.92,2.1,134.608,72.391,148.496,79.575,2022-06-02T10:10:25.000Z,22.30465,39.10358
0.02,1.28,1.82,9.324,78.293,139.185,79.869,2022-06-02T10:40:25.000Z,22.30465,39.1036
0.04,25.6,2.76,117.207,74.437,119.827,77.529,2022-06-02T11:10:25.000Z,22.30465,39.1036
0.04,3.92,2.46,92.718,66.335,96.71,78.27,2022-06-02T11:40:25.000Z,22.30465,39.1036
0.05,1.54,2.32,77.328,73.85,108.97,79.677,2022-06-02T12:10:25.000Z,22.30465,39.1036
0.07,3.2,3.22,126.379,62.219,154.799,77.995,2022-06-02T12:40:25.000Z,22.30467,39.1036
0.06,20.48,3.06,158.273,75.145,99.583,77.874,2022-06-02T13:10:25.000Z,22.30467,39.1036
0.02,17.06,2.54,117.474,78.765,209.358,80.298,2022-06-02T14:10:25.000Z,22.30467,39.10362
0.02,14.62,2.76,203.025,79.289,111.801,79.304,2022-06-02T14:40:25.000Z,22.30467,39.10362
0.01,25.6,3.64,262.333,78.923,114.905,79.797,2022-06-02T15:10:25.000Z,22.30467,39.10362
0.01,17.06,3.46,95.274,78.401,6.34,80.669,2022-06-02T15:40:25.000Z,22.30468,39.10357
0.02,25.6,3.44,338.394,76.606,334.654,80.192,2022-06-02T16:40:25.000Z,22.30465,39.10357
0.01,25.6,5.12,79.54,78.367,32.347,79.61,2022-06-02T17:40:25.000Z,22.30467,39.10358
0.01,20.48,4.22,143.13,76.128,123.024,80.078,2022-06-02T18:10:25.000Z,22.30467,39.10358
0.02,20.48,3.96,194.139,75.489,226.548,79.985,2022-06-02T18:40:25.000Z,22.30465,39.10355
0.06,25.6,10.46,219.378,75.402,253.202,78.805,2022-06-02T19:10:25.000Z,22.30465,39.10357
0.06,20.48,9.46,147.419,72.653,124.824,77.628,2022-06-02T19:40:25.000Z,22.30465,39.10358
0.02,25.6,4.22,141.953,78.681,96.009,80.268,2022-06-02T20:10:25.000Z,22.30465,39.10358
0.05,20.48,8.12,317.328,77.505,319.794,76.549,2022-06-02T20:40:25.000Z,22.30465,39.10362
0.08,25.6,10.4,173.904,76.817,181.273,79.226,2022-06-02T21:40:25.000Z,22.30467,39.10362
0.13,20.48,12.16,164.238,75.754,160.884,73.281,2022-06-02T22:10:25.000Z,22.30467,39.10362
0.05,12.8,6.34,306.363,76.422,149.534,80.244,2022-06-02T22:40:25.000Z,22.30467,39.10358
0.05,17.06,7.5,239.589,76.687,217.405,79.315,2022-06-02T23:10:25.000Z,22.30467,39.10358
0.06,25.6,10.12,204.394,77.198,207.681,78.253,2022-06-02T23:40:25.000Z,22.30465,39.10362
0.05,25.6,9.14,65.308,77.143,48.013,78.868,2022-06-03T00:10:25.000Z,22.30465,39.10362
0.06,25.6,9.5,163.301,77.218,180.0,79.105,2022-06-03T01:10:25.000Z,22.30463,39.1036
0.09,25.6,11.9,317.99,73.128,268.025,77.504,2022-06-03T01:40:25.000Z,22.30465,39.10358
0.02,25.6,11.44,171.027,77.922,162.181,78.664,2022-06-03T02:10:25.000Z,22.30465,39.10358
0.04,20.48,8.48,326.997,76.31,323.499,78.526,2022-06-03T02:40:25.000Z,22.30462,39.10358
0.01,20.48,2.86,40.539,76.966,41.009,79.812,2022-06-03T03:40:25.000Z,22.30463,39.10358
0.06,25.6,8.94,108.435,79.384,56.793,78.382,2022-06-03T04:10:25.000Z,22.30463,39.10358
0.1,25.6,10.82,229.157,68.921,234.689,76.227,2022-06-03T04:40:25.000Z,22.30465,39.10358
0.05,12.8,6.66,282.995,78.342,128.29,80.064,2022-06-03T05:10:25.000Z,22.30463,39.10358
0.05,25.6,8.64,327.918,74.502,325.582,78.393,2022-06-03T05:40:25.000Z,22.30467,39.1036
0.02,20.48,3.84,329.744,71.687,321.009,78.859,2022-06-03T06:40:25.000Z,22.30467,39.10358
0.03,20.48,5.04,224.341,75.999,219.89,77.493,2022-06-03T07:10:25.000Z,22.30467,39.10357
0.04,7.86,4.84,158.567,69.979,138.18,77.941,2022-06-03T07:40:25.000Z,22.30465,39.10357
0.01,20.48,3.52,2.406,76.166,319.399,80.663,2022-06-03T08:40:25.000Z,22.30465,39.10358
0.02,25.6,3.1,128.928,78.337,93.468,79.708,2022-06-03T09:10:25.000Z,22.30465,39.10358
0.03,25.6,3.5,183.302,74.584,171.254,77.296,2022-06-03T09:40:25.000Z,22.30465,39.10358
0.03,20.48,2.16,135.0,78.699,162.897,80.488,2022-06-03T10:10:25.000Z,22.30465,39.10358
0.04,1.38,1.6,117.646,78.161,254.745,79.202,2022-06-03T10:40:25.000Z,22.30465,39.1036
0.04,2.92,2.08,170.468,69.437,202.166,79.865,2022-06-03T11:10:25.000Z,22.30465,39.1036
0.02,1.3,1.6,131.293,70.365,173.29,80.348,2022-06-03T11:40:25.000Z,22.30465,39.1036
0.06,20.48,2.3,355.471,76.911,101.31,79.397,2022-06-03T12:10:25.000Z,22.30465,39.1036
0.06,17.06,2.84,0.613,73.249,156.038,80.637,2022-06-03T12:40:25.000Z,22.30465,39.1036
0.02,17.06,3.18,339.444,79.319,282.529,79.926,2022-06-03T14:10:25.000Z,22.30468,39.1036
0.02,2.56,3.08,353.089,71.219,90.0,80.552,2022-06-03T14:40:25.000Z,22.30468,39.10358
0.02,20.48,3.46,310.696,78.373,285.945,79.574,2022-06-03T15:10:25.000Z,22.30468,39.10357
0.01,20.48,3.24,136.515,75.549,127.476,79.517,2022-06-03T15:40:25.000Z,22.30467,39.10357
0.02,25.6,3.16,231.34,74.419,218.047,78.681,2022-06-03T16:10:25.000Z,22.30467,39.10357
0.03,17.06,4.28,85.264,74.008,107.199,79.268,2022-06-03T16:40:25.000Z,22.30467,39.10357
0.02,20.48,3.32,117.676,74.359,135.0,80.127,2022-06-03T17:10:25.000Z,22.30467,39.10357
0.01,20.48,2.98,309.114,75.369,316.042,79.473,2022-06-03T17:40:25.000Z,22.30467,39.10358
0.06,25.6,9.6,194.036,73.313,199.25,78.341,2022-06-03T18:10:25.000Z,22.30465,39.10358
0.06,25.6,9.4,312.614,78.292,352.614,78.843,2022-06-03T18:40:25.000Z,22.30465,39.10353
